#START
 -87.50 -82.50 -77.50 -72.50 -67.50 -62.50 -57.50 -52.50 -47.50 -42.50 -37.50 -32.50 -27.50 -22.50 -17.50 -12.50  -7.50  -2.50   2.50   7.50  12.50  17.50  22.50  27.50  32.50  37.50  42.50  47.50  52.50  57.50  62.50  67.50  72.50  77.50  82.50  87.50
   2003      8      1      0      0      0   0.3670   0.2895   0.1820   0.1365   0.1115   0.0955   0.0840   0.0755   0.0695   0.0645   0.0605   0.0575   0.0550   0.0535   0.0520   0.0510   0.0505   0.0500   0.0500   0.0505   0.0510   0.0520   0.0535   0.0550   0.0575   0.0605   0.0645   0.0695   0.0755   0.0840   0.0955   0.1115   0.1365   0.1820   0.2895   0.3670
   2003      10      23      0      0      0   0.3670   0.2895   0.1820   0.1365   0.1115   0.0955   0.0840   0.0755   0.0695   0.0645   0.0605   0.0575   0.0550   0.0535   0.0520   0.0510   0.0505   0.0500   0.0500   0.0505   0.0510   0.0520   0.0535   0.0550   0.0575   0.0605   0.0645   0.0695   0.0755   0.0840   0.0955   0.1115   0.1365   0.1820   0.2895   0.3670
