#START
2014 11 07 19 00 00 0.00195503	0.00120417	0.000668627	0.000476046	0.000346151	0.000190576	0.000139471	0.000120094	0.000250038	7.35545e-05	0.000192658	0.00438697	0.000130493	6.61478e-05	6.52034e-05	2.97161e-05	6.63261e-05	7.57277e-05	3.67836e-05	9.13309e-05	8.79853e-05	0.00011444	7.73525e-05	1.23986e-05	1.44094e-05	1.10903e-05	1.2246e-05	8.26325e-06	7.86591e-06	8.12088e-06	1.6876e-05	3.71619e-05	1.96332e-05	9.20507e-06	4.14952e-05	1.84133e-05	3.4804e-05	4.44463e-05	1.23967e-05	3.81678e-05	4.33602e-05	5.83411e-05	0.000120956	0.000317485	0.000317485	8.83969e-05	7.95432e-05	8.48766e-05	0.000323669	0.000422934	7.80279e-05	0.000263311	6.33788e-05	3.34374e-05	4.49925e-05	5.0871e-05	2.0171e-06	1.00855e-06	5.04275e-07
2014 11 08 19 00 00 0.0019638	0.00121008	0.000672266	0.00047871	0.000348461	0.000191596	0.00014046	0.000121167	0.00025283	7.43609e-05	0.000195281	0.00444871	0.000131686	6.70016e-05	6.61271e-05	3.00246e-05	6.72534e-05	7.686e-05	3.7257e-05	9.17086e-05	8.93277e-05	0.000116318	7.80068e-05	1.25297e-05	1.45445e-05	1.12138e-05	1.22709e-05	8.29398e-06	7.88338e-06	8.14808e-06	1.69848e-05	3.72763e-05	1.9735e-05	9.23908e-06	4.22562e-05	1.84614e-05	3.5204e-05	4.48144e-05	1.2446e-05	3.8395e-05	4.36468e-05	5.87995e-05	0.000121959	0.000322532	0.000322532	8.9058e-05	8.02561e-05	8.54349e-05	0.000325869	0.000425572	7.85161e-05	0.000264835	6.35125e-05	3.35113e-05	4.51026e-05	5.09997e-05	2.02229e-06	1.01114e-06	5.05572e-07
2014 11 09 19 00 00 0.00196669	0.001212	0.000673419	0.000479555	0.000349168	0.000191922	0.000140754	0.000121473	0.000253581	7.45787e-05	0.000195971	0.00446485	0.000132024	6.72269e-05	6.63694e-05	2.96839e-05	6.75011e-05	7.71609e-05	3.72115e-05	8.92137e-05	8.94752e-05	0.000116832	7.73163e-05	1.25651e-05	1.45871e-05	1.12507e-05	1.21056e-05	8.11805e-06	7.79058e-06	7.99336e-06	1.66856e-05	3.64533e-05	1.89583e-05	9.01009e-06	4.24637e-05	1.81631e-05	3.44927e-05	4.31417e-05	1.21168e-05	3.6683e-05	4.15701e-05	5.54867e-05	0.000114664	0.000323804	0.000323804	8.41587e-05	7.48145e-05	8.13468e-05	0.000309521	0.000406571	7.49544e-05	0.000254308	6.36462e-05	3.35851e-05	4.52128e-05	5.11285e-05	2.02748e-06	1.01374e-06	5.06869e-07
2014 11 10 19 00 00 0.00194727	0.00119878	0.000665121	0.000473486	0.00034377	0.000189614	0.000138405	0.000118858	0.000246558	7.25545e-05	0.000189289	0.00430716	0.000129103	6.5058e-05	6.40143e-05	2.77246e-05	6.51563e-05	7.42898e-05	3.55307e-05	8.10682e-05	8.54934e-05	0.000112128	7.32501e-05	1.22367e-05	1.42757e-05	1.0956e-05	1.15624e-05	7.53767e-06	7.48091e-06	7.48224e-06	1.55012e-05	3.37745e-05	1.64463e-05	8.26283e-06	4.05548e-05	1.71817e-05	3.11904e-05	3.72562e-05	1.10427e-05	3.1146e-05	3.48419e-05	4.47588e-05	9.1053e-05	0.000310698	0.000310698	6.83124e-05	5.72509e-05	6.81098e-05	0.000256635	0.00034498	6.34175e-05	0.000220033	6.37799e-05	3.36589e-05	4.53229e-05	5.12572e-05	2.03266e-06	1.01633e-06	5.08166e-07
2014 11 11 19 00 00 0.00195324	0.00120281	0.000667599	0.000475304	0.000345342	0.00019031	0.000139074	0.00011958	0.000248413	7.30904e-05	0.000191028	0.00434806	0.000129903	6.56239e-05	6.4627e-05	2.80033e-05	6.5775e-05	7.50454e-05	3.58725e-05	8.17778e-05	8.64285e-05	0.000113398	7.38443e-05	1.23237e-05	1.43703e-05	1.10413e-05	1.16086e-05	7.59235e-06	7.51087e-06	7.53044e-06	1.56306e-05	3.39958e-05	1.66495e-05	8.32708e-06	4.10699e-05	1.72691e-05	3.15957e-05	3.78028e-05	1.11356e-05	3.15978e-05	3.54033e-05	4.56567e-05	9.30233e-05	0.00031401	0.00031401	6.96202e-05	5.86803e-05	6.92079e-05	0.000260989	0.00035013	6.43758e-05	0.000223252	6.42976e-05	3.39512e-05	4.57785e-05	5.17966e-05	2.05453e-06	1.02726e-06	5.13632e-07
2014 11 12 19 00 00 0.00195303	0.00120264	0.000667451	0.000475201	0.000345217	0.000190274	0.000139008	0.00011949	0.000248111	7.30046e-05	0.000190723	0.00434074	0.000129799	6.55259e-05	6.45191e-05	2.78256e-05	6.56739e-05	7.49201e-05	3.57583e-05	8.08763e-05	8.62134e-05	0.000113215	7.34821e-05	1.23098e-05	1.43659e-05	1.10339e-05	1.15463e-05	7.53207e-06	7.47894e-06	7.47727e-06	1.55093e-05	3.36857e-05	1.6357e-05	8.24338e-06	4.09955e-05	1.71612e-05	3.12679e-05	3.715e-05	1.1016e-05	3.09576e-05	3.46386e-05	4.44423e-05	9.03455e-05	0.00031334	0.00031334	6.78069e-05	5.66526e-05	6.7697e-05	0.000254921	0.000343138	6.30596e-05	0.000217755	6.23129e-05	3.28232e-05	4.39963e-05	4.96789e-05	1.96854e-06	9.84268e-07	4.92134e-07
2014 11 13 19 00 00 0.0019521	0.00120198	0.000666999	0.000474873	0.000344893	0.000190152	0.000138857	0.000119306	0.000247564	7.28477e-05	0.000190184	0.00432793	0.000129591	6.53521e-05	6.43288e-05	2.7846e-05	6.54898e-05	7.4693e-05	3.5692e-05	8.13383e-05	8.59907e-05	0.000112861	7.35233e-05	1.22844e-05	1.43492e-05	1.10154e-05	1.15735e-05	7.5702e-06	7.49922e-06	7.51064e-06	1.55548e-05	3.38182e-05	1.64804e-05	8.2843e-06	4.08515e-05	1.7217e-05	3.13376e-05	3.74037e-05	1.10759e-05	3.12368e-05	3.49962e-05	4.50202e-05	9.16113e-05	0.000312221	0.000312221	6.86336e-05	5.75466e-05	6.83917e-05	0.000257656	0.00034642	6.36655e-05	0.00022026	6.32752e-05	3.33679e-05	4.485e-05	5.0691e-05	2.00959e-06	1.0048e-06	5.02398e-07
2014 11 14 19 00 00 0.00194831	0.00119938	0.000665334	0.000473656	0.000343785	0.000189692	0.000138367	0.000118748	0.000246023	7.24044e-05	0.000188704	0.00429291	0.000128965	6.48724e-05	6.38065e-05	2.84335e-05	6.49734e-05	7.40594e-05	3.57255e-05	8.58547e-05	8.56245e-05	0.000111834	7.47345e-05	1.22126e-05	1.42862e-05	1.09538e-05	1.18702e-05	7.89925e-06	7.67497e-06	7.8002e-06	1.60901e-05	3.52777e-05	1.78466e-05	8.69671e-06	4.04344e-05	1.7762e-05	3.25647e-05	4.03463e-05	1.167e-05	3.42576e-05	3.86917e-05	5.09223e-05	0.000104592	0.00030927	0.00030927	7.7315e-05	6.71371e-05	7.56501e-05	0.000286598	0.000380262	6.99925e-05	0.000244376	7.01455e-05	3.72656e-05	5.0988e-05	5.79774e-05	2.30535e-06	1.15267e-06	5.76336e-07
2014 11 15 19 00 00 0.00194685	0.00119834	0.000664643	0.000473148	0.0003433	0.000189503	0.000138149	0.00011849	0.000245289	7.21937e-05	0.000187986	0.0042759	0.000128674	6.46409e-05	6.35528e-05	2.83017e-05	6.47234e-05	7.37511e-05	3.5576e-05	8.54903e-05	8.52395e-05	0.000111334	7.44472e-05	1.21785e-05	1.42576e-05	1.09249e-05	1.18408e-05	7.87875e-06	7.66337e-06	7.78177e-06	1.60279e-05	3.51351e-05	1.77145e-05	8.66151e-06	4.02299e-05	1.7717e-05	3.23548e-05	4.00294e-05	1.16208e-05	3.39752e-05	3.83696e-05	5.04191e-05	0.000103479	0.000307822	0.000307822	7.65415e-05	6.62581e-05	7.50066e-05	0.000283984	0.000377317	6.94314e-05	0.000243961	7.18305e-05	3.82205e-05	5.24885e-05	5.97576e-05	2.37759e-06	1.18879e-06	5.94396e-07
2014 11 16 19 00 00 0.0019349	0.00119017	0.000659499	0.000469378	0.000339933	0.000188071	0.000136685	0.000116853	0.000240894	7.0927e-05	0.000183795	0.00417698	0.000126847	6.32814e-05	6.20746e-05	2.74456e-05	6.32491e-05	7.19445e-05	3.46721e-05	8.27035e-05	8.29223e-05	0.000108359	7.26428e-05	1.19731e-05	1.40597e-05	1.07381e-05	1.16493e-05	7.68486e-06	7.55876e-06	7.61054e-06	1.55794e-05	3.4197e-05	1.68388e-05	8.40413e-06	3.90206e-05	1.73791e-05	3.09981e-05	3.78895e-05	1.12521e-05	3.20535e-05	3.60539e-05	4.67379e-05	9.53738e-05	0.000299611	0.000299611	7.10762e-05	6.01841e-05	7.04419e-05	0.000265711	0.000356118	6.54521e-05	0.000227282	6.56653e-05	3.47201e-05	4.69682e-05	5.32018e-05	2.11143e-06	1.05572e-06	5.27859e-07
2014 11 17 19 00 00 0.00192643	0.00118435	0.000655821	0.000466678	0.000337509	0.000187048	0.00013563	0.000115669	0.000237711	7.00097e-05	0.000180752	0.00410515	0.000125525	6.22951e-05	6.10008e-05	2.67712e-05	6.2177e-05	7.06296e-05	3.39956e-05	8.03674e-05	8.12103e-05	0.000106187	7.12109e-05	1.18245e-05	1.39151e-05	1.06018e-05	1.14871e-05	7.52362e-06	7.47135e-06	7.46799e-06	1.52151e-05	3.34041e-05	1.61001e-05	8.18785e-06	3.81363e-05	1.7095e-05	2.99099e-05	3.61136e-05	1.09427e-05	3.04352e-05	3.41093e-05	4.36501e-05	8.85741e-05	0.000293651	0.000293651	6.64841e-05	5.50761e-05	6.66064e-05	0.000250346	0.000338316	6.21081e-05	0.000214311	6.18471e-05	3.25518e-05	4.35472e-05	4.91386e-05	1.94647e-06	9.73235e-07	4.86617e-07
