#START
    2014      10      19       0       0       0   0.00192528   0.00118814
  0.000660515  0.000470854  0.000343337  0.000188342  0.000138216  0.000119461
  0.000248757  7.31679e-05   0.00457872   0.00438618  0.000129770  6.60025e-05
  6.52640e-05  0.000171252  6.66034e-05  7.62321e-05  0.000119336  8.31449e-05
  8.83306e-05  0.000116656  7.42568e-05  4.95031e-05  1.46034e-05  1.12443e-05
  1.13369e-05  1.52623e-05  7.47490e-06  7.66176e-06  6.61210e-05  3.35370e-05
  1.67992e-05  6.81149e-05  4.25991e-05  1.71433e-05  3.23705e-05  5.02033e-05
  1.12681e-05  3.23600e-05  8.59921e-05  4.89497e-05  0.000417047  0.000316673
  0.000316673  0.000208725  6.30311e-05  7.21649e-05  0.000272100  0.000364347
  6.68040e-05  0.000218009  5.15511e-05  2.80499e-05  4.05318e-05  4.69091e-05
  1.88136e-06  9.40678e-07  4.70339e-07
    2014      10      20       0       0       0   0.00192178   0.00118566
  0.000658883  0.000469650  0.000342203  0.000187893  0.000137712  0.000118871
  0.000247108  7.26938e-05   0.00453905   0.00434811  0.000129108  6.54838e-05
  6.46955e-05  0.000170325  6.60391e-05  7.55368e-05  0.000122273  8.61663e-05
  8.77652e-05  0.000115512  7.49553e-05  4.94935e-05  1.45339e-05  1.11762e-05
  1.15415e-05  1.56027e-05  7.59526e-06  7.85611e-06  6.83659e-05  3.45250e-05
  1.77118e-05  6.82943e-05  4.21309e-05  1.75139e-05  3.31141e-05  5.25240e-05
  1.16662e-05  3.43717e-05  9.23518e-05  5.28564e-05  0.000422427  0.000313465
  0.000313465  0.000225651  6.93811e-05  7.69852e-05  0.000291320  0.000386830
  7.10091e-05  0.000233677  5.56566e-05  3.03785e-05  4.41969e-05  5.12593e-05
  2.05792e-06  1.02896e-06  5.14479e-07
    2014      10      21       0       0       0   0.00191112   0.00117831
  0.000654212  0.000466220  0.000339101  0.000186595  0.000136357  0.000117340
  0.000242960  7.14991e-05   0.00444112   0.00425416  0.000127396  6.41954e-05
  6.32914e-05  0.000165910  6.46397e-05  7.38193e-05  0.000115577  8.05229e-05
  8.53145e-05  0.000112680  7.22660e-05  4.85672e-05  1.43490e-05  1.10004e-05
  1.11694e-05  1.49890e-05  7.38315e-06  7.50299e-06  6.39688e-05  3.26756e-05
  1.59683e-05  6.59486e-05  4.09776e-05  1.68386e-05  3.08904e-05  4.77225e-05
  1.09224e-05  3.05244e-05  8.02051e-05  4.53885e-05  0.000398164  0.000305642
  0.000305642  0.000193190  5.71508e-05  6.77808e-05  0.000254541  0.000344015
  6.29894e-05  0.000204077  4.83137e-05  2.62099e-05  3.76240e-05  4.34538e-05
  1.74104e-06  8.70522e-07  4.35261e-07
    2014      10      22       0       0       0   0.00190327   0.00117286
  0.000650729  0.000463659  0.000336767  0.000185628  0.000135336  0.000116177
  0.000239794  7.05878e-05   0.00436610   0.00418219  0.000126096  6.32098e-05
  6.22157e-05  0.000163130  6.35675e-05  7.25020e-05  0.000114413  7.99257e-05
  8.37348e-05  0.000110504  7.14570e-05  4.81085e-05  1.42081e-05  1.08660e-05
  1.11334e-05  1.49305e-05  7.36456e-06  7.46850e-06  6.34317e-05  3.24798e-05
  1.57726e-05  6.49404e-05  4.00901e-05  1.67724e-05  3.03445e-05  4.70460e-05
  1.08436e-05  3.00910e-05  7.88383e-05  4.45460e-05  0.000390303  0.000299642
  0.000299642  0.000189501  5.57457e-05  6.67466e-05  0.000250386  0.000339237
  6.20912e-05  0.000201021  4.78611e-05  2.59520e-05  3.72148e-05  4.29671e-05
  1.72127e-06  8.60634e-07  4.30317e-07
    2014      10      23       0       0       0   0.00189358   0.00116616
  0.000646463  0.000460524  0.000333926  0.000184443  0.000134096  0.000114772
  0.000235988  6.94917e-05   0.00427616   0.00409590  0.000124526  6.20269e-05
  6.09260e-05  0.000159534  6.22812e-05  7.09228e-05  0.000111300  7.75944e-05
  8.17114e-05  0.000107896  6.99440e-05  4.74473e-05  1.40376e-05  1.07040e-05
  1.09822e-05  1.46809e-05  7.27938e-06  7.32432e-06  6.15634e-05  3.17168e-05
  1.50459e-05  6.33887e-05  3.90272e-05  1.64970e-05  2.91902e-05  4.49380e-05
  1.05364e-05  2.84858e-05  7.37687e-05  4.14276e-05  0.000376251  0.000292460
  0.000292460  0.000175933  5.06244e-05  6.29069e-05  0.000235031  0.000321395
  5.87477e-05  0.000187705  4.35618e-05  2.35112e-05  3.33656e-05  3.83958e-05
  1.53569e-06  7.67843e-07  3.83921e-07
    2014      10      24       0       0       0   0.00189369   0.00116612
  0.000646355  0.000460432  0.000333773  0.000184417  0.000134019  0.000114655
  0.000235610  6.93841e-05   0.00426615   0.00408629  0.000124393  6.19000e-05
  6.07819e-05  0.000159188  6.21385e-05  7.07430e-05  0.000111348  7.77067e-05
  8.15060e-05  0.000107590  6.99019e-05  4.74117e-05  1.40232e-05  1.06882e-05
  1.09939e-05  1.47001e-05  7.28788e-06  7.33435e-06  6.16305e-05  3.17550e-05
  1.50690e-05  6.32900e-05  3.88982e-05  1.65166e-05  2.91636e-05  4.49771e-05
  1.05512e-05  2.85344e-05  7.39196e-05  4.15177e-05  0.000375604  0.000291622
  0.000291622  0.000176301  5.07465e-05  6.30243e-05  0.000235477  0.000321976
  5.88534e-05  0.000188901  4.47325e-05  2.41739e-05  3.44047e-05  3.96278e-05
  1.58567e-06  7.92833e-07  3.96416e-07
    2014      10      25       0       0       0   0.00190011   0.00117036
  0.000648924  0.000462298  0.000335349  0.000185137  0.000134693  0.000115367
  0.000237441  6.99132e-05   0.00430761   0.00412606  0.000125183  6.24533e-05
  6.13758e-05  0.000160524  6.27319e-05  7.14637e-05  0.000110765  7.68873e-05
  8.22697e-05  0.000108763  6.99440e-05  4.76064e-05  1.41087e-05  1.07662e-05
  1.09388e-05  1.46191e-05  7.26054e-06  7.28726e-06  6.10158e-05  3.14733e-05
  1.47983e-05  6.35893e-05  3.93691e-05  1.64209e-05  2.90776e-05  4.43652e-05
  1.04425e-05  2.79411e-05  7.20849e-05  4.03908e-05  0.000376367  0.000294873
  0.000294873  0.000171326  4.88550e-05  6.16246e-05  0.000229847  0.000315512
  5.76354e-05  0.000183289  4.22355e-05  2.27561e-05  3.21685e-05  3.69721e-05
  1.47785e-06  7.38924e-07  3.69462e-07
    2014      10      29       0       0       0   0.00190051   0.00117013
  0.000648470  0.000461905  0.000334722  0.000185023  0.000134389  0.000114903
  0.000235974  6.94953e-05   0.00426872   0.00408872  0.000124655  6.19607e-05
  6.08149e-05  0.000159285  6.21707e-05  7.07556e-05  0.000111844  7.81597e-05
  8.15364e-05  0.000107532  6.99178e-05  4.74814e-05  1.40453e-05  1.06998e-05
  1.10094e-05  1.48011e-05  7.32502e-06  7.39019e-06  6.17680e-05  3.18003e-05
  1.50914e-05  6.33375e-05  3.88488e-05  1.65795e-05  2.92048e-05  4.51254e-05
  1.06053e-05  2.86193e-05  7.44856e-05  4.18783e-05  0.000376391  0.000291658
  0.000291658  0.000177312  5.10231e-05  6.33771e-05  0.000236637  0.000323925
  5.91672e-05  0.000188836  4.38231e-05  2.36526e-05  3.35678e-05  3.86291e-05
  1.54503e-06  7.72514e-07  3.86257e-07
    2014      10      30       0       0       0   0.00190284   0.00117158
  0.000649299  0.000462494  0.000335172  0.000185257  0.000134577  0.000115080
  0.000236395  6.96177e-05   0.00427735   0.00409701  0.000124851  6.20801e-05
  6.09376e-05  0.000159633  6.22913e-05  7.08977e-05  0.000112294  7.85263e-05
  8.17263e-05  0.000107742  7.00645e-05  4.75546e-05  1.40634e-05  1.07155e-05
  1.10285e-05  1.48525e-05  7.34281e-06  7.41949e-06  6.20031e-05  3.18926e-05
  1.51771e-05  6.34929e-05  3.89284e-05  1.66238e-05  2.93341e-05  4.53914e-05
  1.06521e-05  2.88184e-05  7.51941e-05  4.23182e-05  0.000378015  0.000292322
  0.000292322  0.000179083  5.16679e-05  6.38929e-05  0.000238639  0.000326396
  5.96173e-05  0.000190487  4.43116e-05  2.39288e-05  3.39998e-05  3.91410e-05
  1.56579e-06  7.82893e-07  3.91446e-07
    2014      10      31       0       0       0   0.00190379   0.00117209
  0.000649541  0.000462653  0.000335243  0.000185326  0.000134602  0.000115077
  0.000236337  6.96022e-05   0.00427485   0.00409460  0.000124845  6.20523e-05
  6.09004e-05  0.000159486  6.22520e-05  7.08440e-05  0.000112042  7.83064e-05
  8.16422e-05  0.000107629  6.99182e-05  4.75223e-05  1.40591e-05  1.07104e-05
  1.10074e-05  1.48398e-05  7.33803e-06  7.41208e-06  6.17771e-05  3.17897e-05
  1.50813e-05  6.33913e-05  3.88765e-05  1.65966e-05  2.92288e-05  4.51578e-05
  1.06215e-05  2.86188e-05  7.46521e-05  4.19902e-05  0.000377068  0.000292105
